Timestamp,"Research Participation Consent
I have read the information provided above and voluntarily agree to participate in this research study. I understand that my responses will be anonymous and used only for academic and research purposes.",How old are you? ,What is your gender? ,  Which university are you currently studying in?  ,   What program are you currently enrolled in?  ,  Which year are you currently studying in?  ,  Current GPA/CGPA  ,"On average, how many hours do you study per day (outside class)?",What is your approximate class attendance?,"How often do you feel overwhelmed by assignments, projects, and deadlines? ","How many major exams, tests, or assessments have you completed during the current semester or year? ",How many hours of sleep do you get per night? ,"On average, how much time do you spend on social media each day?",How often do you engage in physical activity or exercise?,  Part-time Job  ,"On average, what is your total daily screen time (including study and entertainment)?",How often do financial concerns related to your education cause you stress?,"When you feel stressed, how often do you have someone you trust to talk to? ","During the last month, how often have you felt nervous or stressed because of your studies?","During the last month, how often have you felt that your academic responsibilities were becoming difficult to manage?  ","During the last month, how often have you worried about your academic performance or grades?  ","During the last month, how often have you felt confident in your ability to handle academic challenges?  ","During the last month, how often have you felt that things were going well in your academic life?  ","During the last month, how often have you felt overwhelmed by the amount of work you needed to complete?","During the last month, how often have you been able to stay calm when facing academic pressure?  ","During the last month, how often have you felt in control of your studies and responsibilities?  ","During the last month, how often have you felt frustrated because of situations beyond your control?  ","During the last month, how often have you felt that your academic problems were piling up faster than you could handle them?  ","Overall, how satisfied are you with your academic life at the moment?","In your opinion, what is the biggest source of academic stress in your life, and why? ",Have you ever thought about taking a break from your studies because of academic pressure?  ,How often do concerns about your future career or employment cause you stress?,How satisfied are you with your current academic performance?,Data_Source
7/10/2026 23:26:08,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BHM,4th Year,2.0–2.49,5–6,81–90%,3,5-6,More than 8,More than 6 hours,3–4 days/week,Yes,More than 8 hours,4,2,4,3,4,2,2,5,1,2,3,4,1,Project submission deadlines clashing with exams,Often,5,3,Synthetic
7/10/2026 23:43:03,"Yes, I agree to participate.",20-22,Female,Rajarshi Janak University,BCA,2nd Year,3.5–4.0,5–6,Above 90%,1,More than 6,5–6,Less than 1 hour,3–4 days/week,Yes,3–5 hours,3,3,1,3,2,5,5,1,5,4,1,2,4,Lack of practical classes and resources,Rarely,3,4,Synthetic
7/11/2026 1:45:50,"Yes, I agree to participate.",23-25,Female,Rajarshi Janak University,BBS,4th Year,Not Available Yet,Less than 1,60–70%,3,1-2,5–6,3–4 hours,Never,Yes,6–8 hours,4,3,3,3,3,5,3,4,5,4,2,3,3,Job ,Sometimes,4,3,Synthetic
7/11/2026 4:31:57,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,2.0–2.49,3–4,60–70%,5,More than 6,7–8,5–6 hours,5–6 days/week,No,More than 8 hours,3,3,5,3,4,2,2,4,2,2,5,5,3,Financial ,Often,4,2,Synthetic
7/11/2026 4:51:08,"Yes, I agree to participate.",20-22,Male,Agriculture and Forestry University,Agriculture,4th Year,3.5–4.0,3–4,Above 90%,3,5-6,5–6,1–2 hours,3–4 days/week,Yes,6–8 hours,4,3,3,3,3,4,4,3,3,1,2,2,4,Too many assignments and lab reports with the same deadline,Sometimes,5,5,Synthetic
7/11/2026 6:22:19,"Yes, I agree to participate.",20-22,Male,Kathmandu University,BE/B.Tech,3rd Year,3.0–3.49,Less than 1,71–80%,3,5-6,5–6,3–4 hours,3–4 days/week,Yes,6–8 hours,3,3,3,3,4,2,2,3,2,4,3,3,3,Procrastination,Very Often,2,4,Synthetic
7/11/2026 7:22:14,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Agriculture,2nd Year,3.5–4.0,1–2,81–90%,1,3-4,Less than 5,3–4 hours,3–4 days/week,Yes,More than 8 hours,2,5,2,2,1,4,5,2,4,5,2,1,4,Too many assignments and lab reports with the same deadline,Rarely,4,5,Synthetic
7/11/2026 8:46:26,"Yes, I agree to participate.",17-19,Prefer not to say,Sudurpaschim University,BCA,2nd Year,2.0–2.49,3–4,60–70%,4,3-4,Less than 5,More than 6 hours,1–2 days/week,No,More than 8 hours,4,3,5,4,4,2,1,4,1,2,5,4,3,Lack of discipline and too much screen time,Sometimes,4,3,Synthetic
7/11/2026 10:04:21,"Yes, I agree to participate.",Above 25,Male,Sudurpaschim University,BCA,3rd Year,2.0–2.49,Less than 1,60–70%,4,3-4,5–6,5–6 hours,1–2 days/week,No,More than 8 hours,4,5,4,5,4,2,3,3,2,2,4,4,2,Assignments because multiple deadlines occur at the same time,Very Often,4,1,Synthetic
7/11/2026 10:33:09,"Yes, I agree to participate.",23-25,Male,Kathmandu University,BDS,5th Year,3.5–4.0,3–4,Above 90%,1,More than 6,5–6,3–4 hours,Never,No,6–8 hours,2,3,1,1,1,4,4,2,3,5,2,1,4,Future ,Rarely,2,4,Synthetic
7/11/2026 12:20:47,"Yes, I agree to participate.",23-25,Male,Sudurpaschim University,BSc CSIT,3rd Year,2.0–2.49,Less than 1,60–70%,4,3-4,5–6,5–6 hours,1–2 days/week,No,6–8 hours,4,3,5,5,5,1,1,5,1,1,5,5,1,Project submission deadlines clashing with exams,Very Often,5,2,Synthetic
7/11/2026 12:51:43,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,71–80%,1,3-4,More than 8,Less than 1 hour,3–4 days/week,No,3–5 hours,3,4,3,2,2,3,3,2,5,5,1,2,4,Assignment ,Never,4,4,Synthetic
7/11/2026 13:12:43,"Yes, I agree to participate.",23-25,Male,Purbanchal University,BE/B.Tech,3rd Year,Below 2.0,1–2,Below 60%,4,More than 6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,4,2,4,4,3,2,2,3,3,1,5,5,1,"Career, jobs are very limited in Nepal",Often,5,2,Synthetic
7/11/2026 14:26:54,"Yes, I agree to participate.",20-22,Female,Kathmandu University,BE/B.Tech,4th Year,3.0–3.49,3–4,71–80%,3,3-4,5–6,1–2 hours,3–4 days/week,Yes,6–8 hours,4,3,3,3,2,2,3,4,3,4,2,4,5,Not able to focus because of phone,Rarely,5,3,Synthetic
7/11/2026 15:48:34,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,1–2,60–70%,2,3-4,7–8,Less than 1 hour,3–4 days/week,Yes,Less than 3 hours,4,4,1,1,2,4,5,2,3,4,2,3,3,Outdated syllabus and theory heavy teaching,Rarely,2,4,Synthetic
7/11/2026 18:22:09,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Agriculture,2nd Year,3.0–3.49,3–4,71–80%,2,3-4,More than 8,Less than 1 hour,3–4 days/week,Yes,6–8 hours,2,4,2,1,1,4,5,2,4,4,3,2,5,Unsure ,Never,5,5,Synthetic
7/11/2026 18:31:19,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BCA,4th Year,2.5–2.99,1–2,60–70%,4,More than 6,5–6,3–4 hours,Daily,No,6–8 hours,5,1,3,4,4,3,3,4,3,3,3,3,2,Lack of practical classes and resources,Sometimes,3,4,Synthetic
7/11/2026 18:42:28,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BE/B.Tech,4th Year,3.5–4.0,3–4,71–80%,5,3-4,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,2,5,5,5,1,1,5,2,1,5,4,2,Result delays and session delays in university,Very Often,5,4,Synthetic
7/11/2026 18:43:14,"Yes, I agree to participate.",23-25,Male,Kathmandu University,BDS,4th Year,2.5–2.99,3–4,81–90%,3,5-6,5–6,Less than 1 hour,Never,No,3–5 hours,4,3,3,3,4,3,2,2,1,2,3,3,4,Board exams,Often,3,2,Synthetic
7/11/2026 19:29:52,"Yes, I agree to participate.",23-25,Female,Pokhara University,BE/B.Tech,1st Year,2.5–2.99,1–2,60–70%,2,5-6,More than 8,1–2 hours,Never,Yes,3–5 hours,3,1,2,4,3,2,4,3,4,3,3,4,3,Office hours clash with college time,Often,3,4,Synthetic
7/11/2026 19:59:34,"Yes, I agree to participate.",Above 25,Female,Madhyapaschim University,BCA,4th Year,3.5–4.0,1–2,71–80%,3,1-2,5–6,5–6 hours,Never,Yes,More than 8 hours,3,3,3,2,4,3,2,4,2,3,3,4,1,Balancing money and education,Sometimes,4,4,Synthetic
7/11/2026 20:13:11,"Yes, I agree to participate.",20-22,Male,Purbanchal University,BHM,1st Year,Not Available Yet,1–2,60–70%,4,3-4,Less than 5,Less than 1 hour,3–4 days/week,No,3–5 hours,4,4,5,3,4,3,1,4,3,1,5,4,3,Money,Very Often,3,3,Synthetic
7/11/2026 20:39:20,"Yes, I agree to participate.",20-22,Male,Sudurpaschim University,BCA,4th Year,3.0–3.49,3–4,81–90%,3,More than 6,5–6,3–4 hours,1–2 days/week,No,More than 8 hours,3,4,2,3,3,3,2,3,3,4,3,3,2,Too many assignments and lab reports with the same deadline,Rarely,5,4,Synthetic
7/12/2026 2:32:11,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BHM,3rd Year,2.0–2.49,3–4,71–80%,5,1-2,5–6,More than 6 hours,Never,No,More than 8 hours,4,2,5,5,4,1,1,5,1,2,5,5,1,Result delays and session delays in university,Often,4,3,Synthetic
7/12/2026 6:09:53,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,71–80%,1,3-4,7–8,3–4 hours,3–4 days/week,Yes,More than 8 hours,2,3,1,2,2,4,4,2,3,3,2,2,4,Family expectations to get good grades,Never,5,3,Synthetic
7/12/2026 6:46:49,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,1–2,Above 90%,2,3-4,More than 8,1–2 hours,1–2 days/week,No,6–8 hours,2,3,1,2,2,5,3,3,4,4,2,1,5,Assignment ,Rarely,3,5,Synthetic
7/12/2026 7:43:28,"Yes, I agree to participate.",Above 25,Female,Pokhara University,BHM,4th Year,3.0–3.49,5–6,81–90%,4,5-6,Less than 5,5–6 hours,Never,No,More than 8 hours,4,3,4,5,4,3,3,3,4,2,4,3,2,Project submission deadlines clashing with exams,Sometimes,4,4,Synthetic
7/12/2026 10:18:25,"Yes, I agree to participate.",20-22,Male,Kathmandu University,BDS,2nd Year,3.5–4.0,5–6,71–80%,2,3-4,7–8,3–4 hours,3–4 days/week,No,6–8 hours,2,3,3,3,4,3,3,4,3,3,4,2,2,Assignment ,Rarely,5,4,Synthetic
7/12/2026 11:23:59,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BBS,4th Year,2.5–2.99,3–4,81–90%,5,3-4,5–6,1–2 hours,5–6 days/week,No,More than 8 hours,3,3,4,3,4,2,1,4,3,2,4,4,2,Not able to focus because of phone,Often,3,3,Synthetic
7/12/2026 12:09:56,"Yes, I agree to participate.",23-25,Male,Sudurpaschim University,BCA,4th Year,2.5–2.99,Less than 1,Below 60%,2,3-4,7–8,1–2 hours,1–2 days/week,Yes,3–5 hours,3,3,1,1,1,4,5,2,4,4,2,1,5,Career,Never,3,2,Synthetic
7/12/2026 12:29:51,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,Law(LLB),2nd Year,2.5–2.99,1–2,Above 90%,4,1-2,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,3,2,3,3,2,3,4,4,3,3,3,3,Unsure ,Often,4,4,Synthetic
7/12/2026 13:19:08,"Yes, I agree to participate.",20-22,Prefer not to say,Other,MBBS,2nd Year,2.5–2.99,5–6,60–70%,5,5-6,5–6,5–6 hours,Never,No,3–5 hours,3,2,4,5,5,1,3,5,1,2,5,5,2,"Deadlines, strict attendance requirement",Often,5,3,Synthetic
7/12/2026 13:28:44,"Yes, I agree to participate.",Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,1–2,60–70%,4,3-4,Less than 5,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,5,2,5,5,5,1,1,5,1,2,4,4,2,Capstone projects.,Often,5,2,Synthetic
7/12/2026 23:23:32,"Yes, I agree to participate.",23-25,Female,Madhyapaschim University,BCA,4th Year,3.0–3.49,3–4,81–90%,3,More than 6,7–8,Less than 1 hour,1–2 days/week,Yes,6–8 hours,3,2,2,4,3,2,3,3,2,2,4,3,4,"Multiple assignments, board exams",Rarely,3,4,Synthetic
7/13/2026 0:14:43,"Yes, I agree to participate.",20-22,Female,Pokhara University,BE/B.Tech,3rd Year,3.5–4.0,5–6,71–80%,2,5-6,More than 8,5–6 hours,Never,Yes,More than 8 hours,4,3,3,4,4,3,3,4,3,3,3,3,5,Exams ,Sometimes,3,5,Synthetic
7/13/2026 2:08:00,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BIM,4th Year,2.5–2.99,1–2,Below 60%,3,5-6,7–8,1–2 hours,3–4 days/week,Yes,6–8 hours,4,4,2,2,3,4,4,2,4,3,3,3,2,"Deadlines, unfair grading in internal marks",Never,3,4,Synthetic
7/13/2026 4:59:43,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,4th Year,3.5–4.0,1–2,81–90%,3,More than 6,5–6,5–6 hours,3–4 days/week,Yes,6–8 hours,3,2,3,5,3,2,3,3,2,2,2,4,2,Final year project and internship,Sometimes,3,3,Synthetic
7/13/2026 9:22:21,"Yes, I agree to participate.",17-19,Female,Kathmandu University,Law(LLB),1st Year,Not Available Yet,3–4,60–70%,2,3-4,5–6,1–2 hours,1–2 days/week,No,3–5 hours,1,3,1,2,1,5,5,2,4,3,1,1,5,Outdated syllabus and theory heavy teaching,Sometimes,3,3,Synthetic
7/13/2026 10:20:53,"Yes, I agree to participate.",17-19,Male,Kathmandu University,MBBS,3rd Year,Not Available Yet,3–4,Below 60%,4,More than 6,5–6,3–4 hours,Never,Yes,3–5 hours,4,2,4,3,3,2,3,3,4,3,3,3,1,Tuition fees and hostel expenses,Often,3,2,Synthetic
7/13/2026 10:24:02,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,Law(LLB),3rd Year,2.0–2.49,Less than 1,71–80%,4,3-4,More than 8,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,3,3,3,3,3,3,4,3,3,2,4,3,Assignments because multiple deadlines occur at the same time,Sometimes,3,2,Synthetic
7/13/2026 14:45:45,"Yes, I agree to participate.",17-19,Female,Pokhara University,BE/B.Tech,2nd Year,3.0–3.49,Less than 1,71–80%,4,5-6,7–8,Less than 1 hour,1–2 days/week,No,Less than 3 hours,5,2,4,5,4,2,2,4,2,2,3,3,3,Too many assignments and lab reports with the same deadline,Often,3,5,Synthetic
7/13/2026 18:28:01,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,71–80%,3,1-2,Less than 5,3–4 hours,5–6 days/week,No,More than 8 hours,4,3,5,3,4,4,3,4,2,2,4,4,1,Outdated syllabus and theory heavy teaching,Often,2,2,Synthetic
7/13/2026 21:43:54,"Yes, I agree to participate.",20-22,Prefer not to say,Other,BDS,2nd Year,2.0–2.49,1–2,Above 90%,5,3-4,More than 8,1–2 hours,Never,No,Less than 3 hours,2,3,4,4,3,2,3,5,3,3,3,4,4,"Exams, because the whole year's result depends on the final board exam",Often,5,4,Synthetic
7/14/2026 0:08:22,"Yes, I agree to participate.",Above 25,Female,Kathmandu University,MBBS,3rd Year,2.5–2.99,1–2,60–70%,3,More than 6,Less than 5,3–4 hours,Never,Yes,More than 8 hours,3,4,1,2,1,4,2,1,4,3,2,3,4,Board exams,Rarely,3,4,Synthetic
7/14/2026 1:42:59,"Yes, I agree to participate.",23-25,Prefer not to say,Kathmandu University,BE/B.Tech,3rd Year,2.0–2.49,3–4,81–90%,3,More than 6,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,3,3,2,3,3,4,4,3,3,3,3,5,"Career, jobs are very limited in Nepal",Sometimes,3,4,Synthetic
7/14/2026 2:05:12,"Yes, I agree to participate.",23-25,Female,Rajarshi Janak University,BSc CSIT,1st Year,3.0–3.49,1–2,81–90%,2,1-2,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,4,4,2,2,2,2,3,3,3,3,3,2,5,Outdated syllabus and theory heavy teaching,Rarely,4,4,Synthetic
7/14/2026 3:06:23,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,BCA,4th Year,3.5–4.0,5–6,81–90%,2,3-4,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,5,4,1,2,1,5,4,1,5,5,1,2,5,Exams ,Never,2,5,Synthetic
7/14/2026 7:12:40,"Yes, I agree to participate.",23-25,Female,Agriculture and Forestry University,Agriculture,3rd Year,3.0–3.49,3–4,60–70%,5,3-4,Less than 5,1–2 hours,Never,Yes,6–8 hours,4,1,5,5,4,3,2,5,2,1,3,5,2,Future career concerns because I am unsure about job opportunities,Often,4,4,Synthetic
7/14/2026 11:19:11,"Yes, I agree to participate.",17-19,Female,Pokhara University,BCA,1st Year,Not Available Yet,3–4,Above 90%,5,5-6,5–6,3–4 hours,1–2 days/week,No,6–8 hours,4,2,4,5,5,2,2,4,1,1,4,5,1,Assignment ,Very Often,4,4,Synthetic
7/14/2026 19:05:07,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,2.5–2.99,1–2,60–70%,3,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,6–8 hours,2,3,2,2,3,3,4,4,3,4,3,2,4,Family expectations to get good grades,Rarely,4,3,Synthetic
7/14/2026 21:24:54,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,MBBS,2nd Year,3.0–3.49,3–4,71–80%,4,5-6,Less than 5,1–2 hours,1–2 days/week,No,6–8 hours,4,2,5,3,3,2,2,5,3,1,3,4,3,Financial pressure because my family struggles to pay tuition,Sometimes,4,3,Synthetic
7/14/2026 22:23:57,"Yes, I agree to participate.",17-19,Female,Purbanchal University,BSc Nursing,1st Year,2.5–2.99,3–4,60–70%,4,3-4,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,5,1,3,5,5,3,3,4,3,4,4,3,3,Financial pressure ,Sometimes,3,3,Synthetic
7/15/2026 2:15:25,"Yes, I agree to participate.",20-22,Female,Kathmandu University,BSc Nursing,4th Year,3.0–3.49,1–2,71–80%,3,More than 6,5–6,1–2 hours,Never,Yes,3–5 hours,3,1,4,3,2,2,4,4,3,3,3,3,3,Strict attendance requirement,Sometimes,4,3,Synthetic
7/15/2026 2:44:16,"Yes, I agree to participate.",17-19,Male,Purbanchal University,BCA,4th Year,2.5–2.99,1–2,Below 60%,3,3-4,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,3,3,4,3,3,2,4,4,3,3,2,3,2,Job ,Sometimes,2,4,Synthetic
7/15/2026 4:48:50,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,71–80%,3,3-4,5–6,1–2 hours,Never,No,6–8 hours,1,3,3,1,2,4,4,2,3,3,1,2,3,Yes,Sometimes,2,4,Synthetic
7/15/2026 6:54:35,"Yes, I agree to participate.",20-22,Male,Agriculture and Forestry University,Agriculture,3rd Year,2.0–2.49,3–4,71–80%,2,5-6,7–8,1–2 hours,5–6 days/week,Yes,3–5 hours,3,3,1,1,2,3,4,2,4,5,1,2,3,Assignments because multiple deadlines occur at the same time,Rarely,3,3,Synthetic
7/15/2026 7:31:56,"Yes, I agree to participate.",23-25,Female,Sudurpaschim University,BCA,4th Year,3.0–3.49,Less than 1,60–70%,3,More than 6,7–8,3–4 hours,5–6 days/week,Yes,6–8 hours,1,4,2,1,1,5,4,2,5,5,1,1,5,Future career concerns because I am unsure about job opportunities,Rarely,3,3,Synthetic
7/15/2026 9:08:59,"Yes, I agree to participate.",23-25,Female,Agriculture and Forestry University,Agriculture,4th Year,2.0–2.49,1–2,71–80%,3,1-2,5–6,1–2 hours,1–2 days/week,Yes,6–8 hours,4,3,4,5,3,3,3,3,1,2,4,3,1,Outdated syllabus and theory heavy teaching,Sometimes,4,1,Synthetic
7/15/2026 11:31:17,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,1st Year,Not Available Yet,3–4,71–80%,4,3-4,Less than 5,1–2 hours,3–4 days/week,No,3–5 hours,4,4,4,5,3,3,2,4,3,1,4,3,2,Deadlines,Very Often,5,3,Synthetic
7/15/2026 11:45:57,"Yes, I agree to participate.",20-22,Male,Agriculture and Forestry University,Agriculture,2nd Year,2.5–2.99,1–2,60–70%,3,More than 6,7–8,5–6 hours,1–2 days/week,No,6–8 hours,3,3,4,4,4,3,2,3,1,2,3,2,2,"TU exam pattern, everything depends on final exam",Often,5,4,Synthetic
7/15/2026 14:21:44,"Yes, I agree to participate.",Above 25,Female,Tribhuvan University,Law(LLB),4th Year,3.0–3.49,5–6,81–90%,4,3-4,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,5,2,3,4,4,3,2,4,1,2,5,4,2,Unsure ,Very Often,5,4,Synthetic
7/15/2026 18:38:47,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,3rd Year,2.5–2.99,3–4,81–90%,1,3-4,7–8,5–6 hours,5–6 days/week,Yes,6–8 hours,3,2,1,1,1,5,3,3,4,4,3,1,3,Job ,Sometimes,2,4,Synthetic
7/15/2026 19:59:46,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,5–6,Above 90%,4,3-4,7–8,3–4 hours,1–2 days/week,Yes,6–8 hours,5,1,4,3,4,3,2,3,1,2,5,3,1,"Career, jobs are very limited in Nepal",Often,5,3,Synthetic
7/15/2026 21:46:13,"Yes, I agree to participate.",23-25,Female,Kathmandu University,BSc Nursing,4th Year,2.5–2.99,1–2,60–70%,4,5-6,5–6,More than 6 hours,1–2 days/week,No,6–8 hours,5,2,5,4,5,1,1,5,1,1,5,4,1,"Career, jobs are very limited in Nepal",Often,5,2,Synthetic
7/15/2026 23:18:21,"Yes, I agree to participate.",17-19,Female,Pokhara University,MBBS,4th Year,2.5–2.99,5–6,71–80%,3,3-4,5–6,3–4 hours,5–6 days/week,Yes,More than 8 hours,2,5,4,3,3,4,4,4,2,2,3,4,2,Not able to focus because of phone,Sometimes,3,3,Synthetic
7/15/2026 23:44:24,"Yes, I agree to participate.",Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,Less than 1,71–80%,3,1-2,5–6,Less than 1 hour,1–2 days/week,No,3–5 hours,4,4,3,2,3,4,3,3,4,3,2,3,3,Family pressure,Rarely,3,5,Synthetic
7/16/2026 0:05:02,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,MBBS,2nd Year,3.5–4.0,5–6,Above 90%,4,3-4,5–6,5–6 hours,3–4 days/week,No,More than 8 hours,4,3,4,4,5,1,1,3,2,2,5,4,2,"Future career concerns because I am unsure about job opportunities, internal assessments and assignments piling up together",Often,4,3,Synthetic
7/16/2026 6:11:23,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,71–80%,3,3-4,7–8,1–2 hours,5–6 days/week,No,6–8 hours,2,3,2,1,1,5,4,2,5,5,1,2,4,Parents compare me with relatives and toppers,Rarely,3,4,Synthetic
7/16/2026 6:22:08,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BHM,4th Year,2.5–2.99,Less than 1,60–70%,3,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,3,1,3,2,4,3,3,3,3,3,4,3,3,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,4,3,Synthetic
7/16/2026 9:22:25,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,60–70%,5,1-2,7–8,3–4 hours,Never,No,6–8 hours,2,3,5,3,4,1,2,5,2,1,4,5,1,Project submission deadlines clashing with exams,Often,5,3,Synthetic
7/16/2026 9:22:39,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,4th Year,2.0–2.49,Less than 1,71–80%,3,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,6–8 hours,3,2,5,3,4,3,3,4,2,3,3,3,2,Job ,Sometimes,4,3,Synthetic
7/16/2026 10:25:07,"Yes, I agree to participate.",20-22,Male,Madhyapaschim University,BCA,1st Year,2.5–2.99,Less than 1,60–70%,4,1-2,5–6,1–2 hours,Never,No,6–8 hours,2,4,5,4,4,1,1,5,2,2,5,5,1,"Deadlines, future career concerns because i am unsure about job opportunities",Sometimes,5,2,Synthetic
7/16/2026 10:34:37,"Yes, I agree to participate.",Above 25,Female,Kathmandu University,BDS,4th Year,3.5–4.0,5–6,81–90%,1,5-6,More than 8,5–6 hours,3–4 days/week,No,6–8 hours,2,4,1,1,1,4,5,2,5,4,1,2,4,Too many assignments and lab reports with the same deadline,Rarely,3,5,Synthetic
7/16/2026 11:49:31,"Yes, I agree to participate.",20-22,Male,Rajarshi Janak University,BCA,4th Year,3.0–3.49,3–4,71–80%,1,More than 6,7–8,1–2 hours,5–6 days/week,Yes,Less than 3 hours,4,2,2,1,3,3,4,1,3,3,3,1,4,Lack of practical classes and resources,Never,2,4,Synthetic
7/16/2026 12:03:40,"Yes, I agree to participate.",20-22,Male,Pokhara University,BHM,4th Year,2.5–2.99,Less than 1,71–80%,3,5-6,7–8,3–4 hours,1–2 days/week,No,More than 8 hours,2,3,3,3,4,3,4,3,3,3,3,2,4,Time management,Sometimes,2,4,Synthetic
7/16/2026 14:18:32,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,MBBS,4th Year,3.5–4.0,3–4,71–80%,1,3-4,5–6,1–2 hours,1–2 days/week,No,6–8 hours,2,3,2,3,2,3,3,1,5,3,1,2,4,Exams ,Sometimes,3,4,Synthetic
7/16/2026 16:59:05,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,4th Year,2.5–2.99,3–4,71–80%,2,More than 6,5–6,More than 6 hours,1–2 days/week,Yes,More than 8 hours,2,3,4,4,4,2,5,4,3,3,3,2,2,Job ,Often,4,3,Synthetic
7/16/2026 19:47:17,"Yes, I agree to participate.",20-22,Female,Pokhara University,BHM,3rd Year,3.0–3.49,3–4,71–80%,4,5-6,7–8,1–2 hours,Never,No,6–8 hours,3,3,4,4,5,2,2,5,2,3,4,4,3,Pressure to go abroad after graduation,Often,3,3,Synthetic
