age,gender,university,program,year,cgpa,study_hours,attendance,assignment_stress,exam_count,sleep_hours,social_media,physical_activity,part_time_job,screen_time,financial_stress,social_support,stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,stress_q6,stress_q7,stress_q8,stress_q9,stress_q10,academic_life_satisfaction,biggest_stress_reason,thought_break,career_stress,academic_performance,stress_q4_rev,stress_q5_rev,stress_q7_rev,stress_q8_rev,stress_score,stress_level
23-25,Male,Kathmandu University,BDS,4th Year,2.5–2.99,3–4,81–90%,3,5-6,5–6,Less than 1 hour,Never,No,3–5 hours,4,3,3,3,4,3,2,2,1,2,3,3,4,Board exams,Often,3,2,3,4,5,4,34,Moderate
23-25,Female,Pokhara University,BE/B.Tech,1st Year,2.5–2.99,1–2,60–70%,2,5-6,More than 8,1–2 hours,Never,Yes,3–5 hours,3,1,2,4,3,2,4,3,4,3,3,4,3,Office hours clash with college time,Often,3,4,4,2,2,3,30,Moderate
Above 25,Female,Madhyapaschim University,BCA,4th Year,3.5–4.0,1–2,71–80%,3,1-2,5–6,5–6 hours,Never,Yes,More than 8 hours,3,3,3,2,4,3,2,4,2,3,3,4,1,Balancing money and education,Sometimes,4,4,3,4,4,3,34,Moderate
20-22,Male,Purbanchal University,BHM,1st Year,Not Available Yet,1–2,60–70%,4,3-4,Less than 5,Less than 1 hour,3–4 days/week,No,3–5 hours,4,4,5,3,4,3,1,4,3,1,5,4,3,Money,Very Often,3,3,3,5,3,5,41,High
20-22,Male,Sudurpaschim University,BCA,4th Year,3.0–3.49,3–4,81–90%,3,More than 6,5–6,3–4 hours,1–2 days/week,No,More than 8 hours,3,4,2,3,3,3,2,3,3,4,3,3,2,Too many assignments and lab reports with the same deadline,Rarely,5,4,3,4,3,2,29,Moderate
20-22,Female,Tribhuvan University,BHM,3rd Year,2.0–2.49,3–4,71–80%,5,1-2,5–6,More than 6 hours,Never,No,More than 8 hours,4,2,5,5,4,1,1,5,1,2,5,5,1,Result delays and session delays in university,Often,4,3,5,5,5,4,48,High
23-25,Prefer not to say,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,71–80%,1,3-4,7–8,3–4 hours,3–4 days/week,Yes,More than 8 hours,2,3,1,2,2,4,4,2,3,3,2,2,4,Family expectations to get good grades,Never,5,3,2,2,3,3,21,Low
23-25,Male,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,1–2,Above 90%,2,3-4,More than 8,1–2 hours,1–2 days/week,No,6–8 hours,2,3,1,2,2,5,3,3,4,4,2,1,5,Assignment ,Rarely,3,5,1,3,2,2,19,Low
Above 25,Female,Pokhara University,BHM,4th Year,3.0–3.49,5–6,81–90%,4,5-6,Less than 5,5–6 hours,Never,No,More than 8 hours,4,3,4,5,4,3,3,3,4,2,4,3,2,Project submission deadlines clashing with exams,Sometimes,4,4,3,3,2,4,35,Moderate
20-22,Male,Kathmandu University,BDS,2nd Year,3.5–4.0,5–6,71–80%,2,3-4,7–8,3–4 hours,3–4 days/week,No,6–8 hours,2,3,3,3,4,3,3,4,3,3,4,2,2,Assignment ,Rarely,5,4,3,3,3,3,32,Moderate
23-25,Female,Tribhuvan University,BBS,4th Year,2.5–2.99,3–4,81–90%,5,3-4,5–6,1–2 hours,5–6 days/week,No,More than 8 hours,3,3,4,3,4,2,1,4,3,2,4,4,2,Not able to focus because of phone,Often,3,3,4,5,3,4,39,High
23-25,Male,Sudurpaschim University,BCA,4th Year,2.5–2.99,Less than 1,Below 60%,2,3-4,7–8,1–2 hours,1–2 days/week,Yes,3–5 hours,3,3,1,1,1,4,5,2,4,4,2,1,5,Career,Never,3,2,2,1,2,2,15,Low
Above 25,Female,Tribhuvan University,Law(LLB),2nd Year,2.5–2.99,1–2,Above 90%,4,1-2,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,3,2,3,3,2,3,4,4,3,3,3,3,Unsure ,Often,4,4,4,3,2,3,30,Moderate
20-22,Prefer not to say,Other,MBBS,2nd Year,2.5–2.99,5–6,60–70%,5,5-6,5–6,5–6 hours,Never,No,3–5 hours,3,2,4,5,5,1,3,5,1,2,5,5,2,"Deadlines, strict attendance requirement",Often,5,3,5,3,5,4,46,High
Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,1–2,60–70%,4,3-4,Less than 5,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,5,2,5,5,5,1,1,5,1,2,4,4,2,Capstone projects.,Often,5,2,5,5,5,4,47,High
23-25,Female,Madhyapaschim University,BCA,4th Year,3.0–3.49,3–4,81–90%,3,More than 6,7–8,Less than 1 hour,1–2 days/week,Yes,6–8 hours,3,2,2,4,3,2,3,3,2,2,4,3,4,"Multiple assignments, board exams",Rarely,3,4,4,3,4,4,34,Moderate
20-22,Female,Pokhara University,BE/B.Tech,3rd Year,3.5–4.0,5–6,71–80%,2,5-6,More than 8,5–6 hours,Never,Yes,More than 8 hours,4,3,3,4,4,3,3,4,3,3,3,3,5,Exams ,Sometimes,3,5,3,3,3,3,33,Moderate
23-25,Female,Tribhuvan University,BIM,4th Year,2.5–2.99,1–2,Below 60%,3,5-6,7–8,1–2 hours,3–4 days/week,Yes,6–8 hours,4,4,2,2,3,4,4,2,4,3,3,3,2,"Deadlines, unfair grading in internal marks",Never,3,4,2,2,2,3,24,Low
20-22,Female,Tribhuvan University,BCA,4th Year,3.5–4.0,1–2,81–90%,3,More than 6,5–6,5–6 hours,3–4 days/week,Yes,6–8 hours,3,2,3,5,3,2,3,3,2,2,2,4,2,Final year project and internship,Sometimes,3,3,4,3,4,4,35,Moderate
17-19,Female,Kathmandu University,Law(LLB),1st Year,Not Available Yet,3–4,60–70%,2,3-4,5–6,1–2 hours,1–2 days/week,No,3–5 hours,1,3,1,2,1,5,5,2,4,3,1,1,5,Outdated syllabus and theory heavy teaching,Sometimes,3,3,1,1,2,3,15,Low
17-19,Male,Kathmandu University,MBBS,3rd Year,Not Available Yet,3–4,Below 60%,4,More than 6,5–6,3–4 hours,Never,Yes,3–5 hours,4,2,4,3,3,2,3,3,4,3,3,3,1,Tuition fees and hostel expenses,Often,3,2,4,3,2,3,31,Moderate
20-22,Female,Tribhuvan University,Law(LLB),3rd Year,2.0–2.49,Less than 1,71–80%,4,3-4,More than 8,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,3,3,3,3,3,3,4,3,3,2,4,3,Assignments because multiple deadlines occur at the same time,Sometimes,3,2,3,3,3,3,31,Moderate
17-19,Female,Pokhara University,BE/B.Tech,2nd Year,3.0–3.49,Less than 1,71–80%,4,5-6,7–8,Less than 1 hour,1–2 days/week,No,Less than 3 hours,5,2,4,5,4,2,2,4,2,2,3,3,3,Too many assignments and lab reports with the same deadline,Often,3,5,4,4,4,4,39,High
Above 25,Male,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,71–80%,3,1-2,Less than 5,3–4 hours,5–6 days/week,No,More than 8 hours,4,3,5,3,4,4,3,4,2,2,4,4,1,Outdated syllabus and theory heavy teaching,Often,2,2,2,3,4,4,37,High
20-22,Prefer not to say,Other,BDS,2nd Year,2.0–2.49,1–2,Above 90%,5,3-4,More than 8,1–2 hours,Never,No,Less than 3 hours,2,3,4,4,3,2,3,5,3,3,3,4,4,"Exams, because the whole year's result depends on the final board exam",Often,5,4,4,3,3,3,36,Moderate
Above 25,Female,Kathmandu University,MBBS,3rd Year,2.5–2.99,1–2,60–70%,3,More than 6,Less than 5,3–4 hours,Never,Yes,More than 8 hours,3,4,1,2,1,4,2,1,4,3,2,3,4,Board exams,Rarely,3,4,2,4,2,3,21,Low
23-25,Prefer not to say,Kathmandu University,BE/B.Tech,3rd Year,2.0–2.49,3–4,81–90%,3,More than 6,Less than 5,5–6 hours,1–2 days/week,Yes,More than 8 hours,2,3,3,2,3,3,4,4,3,3,3,3,5,"Career, jobs are very limited in Nepal",Sometimes,3,4,3,2,3,3,29,Moderate
23-25,Female,Rajarshi Janak University,BSc CSIT,1st Year,3.0–3.49,1–2,81–90%,2,1-2,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,4,4,2,2,2,2,3,3,3,3,3,2,5,Outdated syllabus and theory heavy teaching,Rarely,4,4,4,3,3,3,27,Moderate
Above 25,Female,Tribhuvan University,BCA,4th Year,3.5–4.0,5–6,81–90%,2,3-4,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,5,4,1,2,1,5,4,1,5,5,1,2,5,Exams ,Never,2,5,1,2,1,1,13,Low
23-25,Female,Agriculture and Forestry University,Agriculture,3rd Year,3.0–3.49,3–4,60–70%,5,3-4,Less than 5,1–2 hours,Never,Yes,6–8 hours,4,1,5,5,4,3,2,5,2,1,3,5,2,Future career concerns because I am unsure about job opportunities,Often,4,4,3,4,4,5,43,High
17-19,Female,Pokhara University,BCA,1st Year,Not Available Yet,3–4,Above 90%,5,5-6,5–6,3–4 hours,1–2 days/week,No,6–8 hours,4,2,4,5,5,2,2,4,1,1,4,5,1,Assignment ,Very Often,4,4,4,4,5,5,45,High
20-22,Male,Tribhuvan University,BSc CSIT,2nd Year,2.5–2.99,1–2,60–70%,3,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,6–8 hours,2,3,2,2,3,3,4,4,3,4,3,2,4,Family expectations to get good grades,Rarely,4,3,3,2,3,2,26,Moderate
20-22,Male,Tribhuvan University,MBBS,2nd Year,3.0–3.49,3–4,71–80%,4,5-6,Less than 5,1–2 hours,1–2 days/week,No,6–8 hours,4,2,5,3,3,2,2,5,3,1,3,4,3,Financial pressure because my family struggles to pay tuition,Sometimes,4,3,4,4,3,5,39,High
17-19,Female,Purbanchal University,BSc Nursing,1st Year,2.5–2.99,3–4,60–70%,4,3-4,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,5,1,3,5,5,3,3,4,3,4,4,3,3,Financial pressure ,Sometimes,3,3,3,3,3,2,35,Moderate
20-22,Female,Kathmandu University,BSc Nursing,4th Year,3.0–3.49,1–2,71–80%,3,More than 6,5–6,1–2 hours,Never,Yes,3–5 hours,3,1,4,3,2,2,4,4,3,3,3,3,3,Strict attendance requirement,Sometimes,4,3,4,2,3,3,31,Moderate
17-19,Male,Purbanchal University,BCA,4th Year,2.5–2.99,1–2,Below 60%,3,3-4,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,3,3,4,3,3,2,4,4,3,3,2,3,2,Job ,Sometimes,2,4,4,2,3,3,31,Moderate
20-22,Female,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,71–80%,3,3-4,5–6,1–2 hours,Never,No,6–8 hours,1,3,3,1,2,4,4,2,3,3,1,2,3,Yes,Sometimes,2,4,2,2,3,3,21,Low
20-22,Male,Agriculture and Forestry University,Agriculture,3rd Year,2.0–2.49,3–4,71–80%,2,5-6,7–8,1–2 hours,5–6 days/week,Yes,3–5 hours,3,3,1,1,2,3,4,2,4,5,1,2,3,Assignments because multiple deadlines occur at the same time,Rarely,3,3,3,2,2,1,17,Low
23-25,Female,Sudurpaschim University,BCA,4th Year,3.0–3.49,Less than 1,60–70%,3,More than 6,7–8,3–4 hours,5–6 days/week,Yes,6–8 hours,1,4,2,1,1,5,4,2,5,5,1,1,5,Future career concerns because I am unsure about job opportunities,Rarely,3,3,1,2,1,1,13,Low
23-25,Female,Agriculture and Forestry University,Agriculture,4th Year,2.0–2.49,1–2,71–80%,3,1-2,5–6,1–2 hours,1–2 days/week,Yes,6–8 hours,4,3,4,5,3,3,3,3,1,2,4,3,1,Outdated syllabus and theory heavy teaching,Sometimes,4,1,3,3,5,4,37,High
17-19,Female,Tribhuvan University,BCA,1st Year,Not Available Yet,3–4,71–80%,4,3-4,Less than 5,1–2 hours,3–4 days/week,No,3–5 hours,4,4,4,5,3,3,2,4,3,1,4,3,2,Deadlines,Very Often,5,3,3,4,3,5,38,High
20-22,Male,Agriculture and Forestry University,Agriculture,2nd Year,2.5–2.99,1–2,60–70%,3,More than 6,7–8,5–6 hours,1–2 days/week,No,6–8 hours,3,3,4,4,4,3,2,3,1,2,3,2,2,"TU exam pattern, everything depends on final exam",Often,5,4,3,4,5,4,36,Moderate
Above 25,Female,Tribhuvan University,Law(LLB),4th Year,3.0–3.49,5–6,81–90%,4,3-4,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,5,2,3,4,4,3,2,4,1,2,5,4,2,Unsure ,Very Often,5,4,3,4,5,4,40,High
20-22,Male,Tribhuvan University,BCA,3rd Year,2.5–2.99,3–4,81–90%,1,3-4,7–8,5–6 hours,5–6 days/week,Yes,6–8 hours,3,2,1,1,1,5,3,3,4,4,3,1,3,Job ,Sometimes,2,4,1,3,2,2,18,Low
23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,5–6,Above 90%,4,3-4,7–8,3–4 hours,1–2 days/week,Yes,6–8 hours,5,1,4,3,4,3,2,3,1,2,5,3,1,"Career, jobs are very limited in Nepal",Often,5,3,3,4,5,4,38,High
23-25,Female,Kathmandu University,BSc Nursing,4th Year,2.5–2.99,1–2,60–70%,4,5-6,5–6,More than 6 hours,1–2 days/week,No,6–8 hours,5,2,5,4,5,1,1,5,1,1,5,4,1,"Career, jobs are very limited in Nepal",Often,5,2,5,5,5,5,48,High
17-19,Female,Pokhara University,MBBS,4th Year,2.5–2.99,5–6,71–80%,3,3-4,5–6,3–4 hours,5–6 days/week,Yes,More than 8 hours,2,5,4,3,3,4,4,4,2,2,3,4,2,Not able to focus because of phone,Sometimes,3,3,2,2,4,4,33,Moderate
Above 25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,Less than 1,71–80%,3,1-2,5–6,Less than 1 hour,1–2 days/week,No,3–5 hours,4,4,3,2,3,4,3,3,4,3,2,3,3,Family pressure,Rarely,3,5,2,3,2,3,26,Moderate
20-22,Prefer not to say,Tribhuvan University,MBBS,2nd Year,3.5–4.0,5–6,Above 90%,4,3-4,5–6,5–6 hours,3–4 days/week,No,More than 8 hours,4,3,4,4,5,1,1,3,2,2,5,4,2,"Future career concerns because I am unsure about job opportunities, internal assessments and assignments piling up together",Often,4,3,5,5,4,4,43,High
20-22,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,71–80%,3,3-4,7–8,1–2 hours,5–6 days/week,No,6–8 hours,2,3,2,1,1,5,4,2,5,5,1,2,4,Parents compare me with relatives and toppers,Rarely,3,4,1,2,1,1,14,Low
23-25,Male,Tribhuvan University,BHM,4th Year,2.5–2.99,Less than 1,60–70%,3,3-4,5–6,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,3,1,3,2,4,3,3,3,3,3,4,3,3,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,4,3,3,3,3,3,31,Moderate
23-25,Prefer not to say,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,60–70%,5,1-2,7–8,3–4 hours,Never,No,6–8 hours,2,3,5,3,4,1,2,5,2,1,4,5,1,Project submission deadlines clashing with exams,Often,5,3,5,4,4,5,44,High
23-25,Male,Tribhuvan University,BSc CSIT,4th Year,2.0–2.49,Less than 1,71–80%,3,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,6–8 hours,3,2,5,3,4,3,3,4,2,3,3,3,2,Job ,Sometimes,4,3,3,3,4,3,35,Moderate
20-22,Male,Madhyapaschim University,BCA,1st Year,2.5–2.99,Less than 1,60–70%,4,1-2,5–6,1–2 hours,Never,No,6–8 hours,2,4,5,4,4,1,1,5,2,2,5,5,1,"Deadlines, future career concerns because i am unsure about job opportunities",Sometimes,5,2,5,5,4,4,46,High
Above 25,Female,Kathmandu University,BDS,4th Year,3.5–4.0,5–6,81–90%,1,5-6,More than 8,5–6 hours,3–4 days/week,No,6–8 hours,2,4,1,1,1,4,5,2,5,4,1,2,4,Too many assignments and lab reports with the same deadline,Rarely,3,5,2,1,1,2,14,Low
20-22,Male,Rajarshi Janak University,BCA,4th Year,3.0–3.49,3–4,71–80%,1,More than 6,7–8,1–2 hours,5–6 days/week,Yes,Less than 3 hours,4,2,2,1,3,3,4,1,3,3,3,1,4,Lack of practical classes and resources,Never,2,4,3,2,3,3,22,Low
20-22,Male,Pokhara University,BHM,4th Year,2.5–2.99,Less than 1,71–80%,3,5-6,7–8,3–4 hours,1–2 days/week,No,More than 8 hours,2,3,3,3,4,3,4,3,3,3,3,2,4,Time management,Sometimes,2,4,3,2,3,3,29,Moderate
20-22,Male,Tribhuvan University,MBBS,4th Year,3.5–4.0,3–4,71–80%,1,3-4,5–6,1–2 hours,1–2 days/week,No,6–8 hours,2,3,2,3,2,3,3,1,5,3,1,2,4,Exams ,Sometimes,3,4,3,3,1,3,21,Low
23-25,Female,Tribhuvan University,BCA,4th Year,2.5–2.99,3–4,71–80%,2,More than 6,5–6,More than 6 hours,1–2 days/week,Yes,More than 8 hours,2,3,4,4,4,2,5,4,3,3,3,2,2,Job ,Often,4,3,4,1,3,3,32,Moderate
20-22,Female,Pokhara University,BHM,3rd Year,3.0–3.49,3–4,71–80%,4,5-6,7–8,1–2 hours,Never,No,6–8 hours,3,3,4,4,5,2,2,5,2,3,4,4,3,Pressure to go abroad after graduation,Often,3,3,4,4,4,3,41,High
17-19,Male,Tribhuvan University,Law(LLB),2nd Year,3.5–4.0,3–4,81–90%,2,1-2,More than 8,5–6 hours,3–4 days/week,No,6–8 hours,3,5,3,1,2,5,3,1,5,5,1,2,3,Money,Never,3,3,1,3,1,1,16,Low
20-22,Male,Sudurpaschim University,BCA,3rd Year,3.0–3.49,3–4,81–90%,1,3-4,7–8,1–2 hours,5–6 days/week,Yes,More than 8 hours,2,4,2,1,3,5,3,1,5,4,1,1,5,"Pressure to become a doctor/engineer like my family expects, exam routine keeps changing and results come very late",Never,3,5,1,3,1,2,16,Low
20-22,Female,Sudurpaschim University,BBS,2nd Year,3.0–3.49,3–4,71–80%,2,More than 6,7–8,1–2 hours,1–2 days/week,Yes,3–5 hours,3,4,3,3,3,3,4,1,3,3,3,3,4,"Exams, because the whole year's result depends on the final board exam, office hours clash with college time",Sometimes,4,4,3,2,3,3,27,Moderate
23-25,Prefer not to say,Tribhuvan University,Law(LLB),4th Year,Not Available Yet,5–6,81–90%,5,1-2,5–6,3–4 hours,1–2 days/week,No,3–5 hours,4,3,5,4,5,1,1,5,2,3,4,4,3,Multiple assignments ,Sometimes,4,2,5,5,4,3,44,High
17-19,Female,Sudurpaschim University,BSc CSIT,2nd Year,3.5–4.0,1–2,71–80%,3,3-4,7–8,Less than 1 hour,Never,No,6–8 hours,4,2,1,2,1,4,3,2,5,5,1,3,3,Exams ,Sometimes,1,5,2,3,1,1,17,Low
17-19,Female,Madhyapaschim University,BCA,1st Year,Not Available Yet,3–4,60–70%,4,More than 6,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,4,3,3,2,3,2,2,4,2,1,3,4,2,Procrastination,Rarely,3,3,4,4,4,5,36,Moderate
Above 25,Male,Other,BDS,5th Year,3.5–4.0,3–4,81–90%,5,3-4,5–6,5–6 hours,Never,No,More than 8 hours,4,3,3,4,5,2,2,4,2,1,3,4,3,Internal assessments and assignments piling up together,Sometimes,5,3,4,4,4,5,40,High
20-22,Prefer not to say,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,3–4,Above 90%,3,5-6,5–6,3–4 hours,Never,Yes,6–8 hours,4,3,4,3,4,3,3,4,2,2,4,4,3,Result delays and session delays in university,Often,4,2,3,3,4,4,37,High
20-22,Prefer not to say,Tribhuvan University,BSc CSIT,2nd Year,3.5–4.0,1–2,Above 90%,2,5-6,7–8,Less than 1 hour,3–4 days/week,No,3–5 hours,3,4,2,1,3,3,4,1,3,3,3,1,3,Assignments because multiple deadlines occur at the same time,Sometimes,2,3,3,2,3,3,22,Low
20-22,Male,Tribhuvan University,BIM,2nd Year,2.5–2.99,1–2,Below 60%,3,More than 6,Less than 5,Less than 1 hour,3–4 days/week,No,Less than 3 hours,2,3,3,3,3,3,3,4,3,3,2,2,4,Frustration ,Sometimes,4,2,3,3,3,3,29,Moderate
20-22,Male,Tribhuvan University,BDS,2nd Year,Not Available Yet,3–4,71–80%,5,3-4,Less than 5,5–6 hours,3–4 days/week,No,More than 8 hours,5,1,5,5,4,2,1,5,2,1,4,5,1,Outdated syllabus and theory heavy teaching,Very Often,4,2,4,5,4,5,46,High
20-22,Male,Sudurpaschim University,BCA,2nd Year,3.0–3.49,3–4,71–80%,2,3-4,7–8,3–4 hours,3–4 days/week,No,6–8 hours,3,3,2,2,3,5,4,3,4,3,2,2,3,Sometimes,Rarely,2,4,1,2,2,3,22,Low
23-25,Female,Kathmandu University,BSc Nursing,3rd Year,2.0–2.49,1–2,Above 90%,3,More than 6,7–8,3–4 hours,Never,No,More than 8 hours,4,1,5,4,4,2,3,4,2,3,5,4,2,"Career, jobs are very limited in Nepal",Often,3,1,4,3,4,3,40,High
20-22,Male,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,81–90%,3,5-6,5–6,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,1,3,2,4,3,4,3,3,4,4,2,3,Board exams,Never,4,3,3,2,3,2,28,Moderate
23-25,Female,Other,MBBS,3rd Year,2.0–2.49,3–4,71–80%,4,3-4,More than 8,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,3,4,3,3,2,3,3,3,3,3,4,3,2,"Exams, because the whole year's result depends on the final board exam",Often,2,1,3,3,3,3,30,Moderate
20-22,Female,Tribhuvan University,BBS,4th Year,3.0–3.49,1–2,60–70%,5,3-4,5–6,More than 6 hours,Never,No,More than 8 hours,5,4,5,5,5,1,2,5,3,2,5,5,2,Pressure to go abroad after graduation,Very Often,5,4,5,4,3,4,46,High
Above 25,Female,Tribhuvan University,BSc CSIT,2nd Year,3.5–4.0,3–4,Above 90%,3,3-4,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,3,4,3,3,4,3,2,4,3,1,3,3,4,"TU exam pattern, everything depends on final exam",Often,3,4,3,4,3,5,35,Moderate
20-22,Female,Tribhuvan University,BSc Nursing,4th Year,2.5–2.99,Less than 1,Below 60%,3,1-2,5–6,Less than 1 hour,1–2 days/week,No,6–8 hours,2,3,4,3,3,3,2,2,1,2,4,2,2,Family expectations to get good grades,Often,4,4,3,4,5,4,34,Moderate
20-22,Female,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,60–70%,4,More than 6,5–6,5–6 hours,Never,Yes,More than 8 hours,4,2,5,4,4,2,2,5,2,3,4,5,2,Future ,Very Often,5,3,4,4,4,3,42,High
23-25,Prefer not to say,Other,BDS,2nd Year,3.0–3.49,5–6,Above 90%,2,1-2,More than 8,3–4 hours,Never,Yes,6–8 hours,3,2,2,1,2,5,4,2,5,4,1,1,5,Deadlines,Never,1,5,1,2,1,2,15,Low
20-22,Female,Other,BSc Nursing,2nd Year,3.0–3.49,3–4,71–80%,3,5-6,Less than 5,5–6 hours,Never,No,3–5 hours,4,3,3,4,4,1,3,4,2,2,3,2,1,Project submission deadlines clashing with exams,Rarely,4,3,5,3,4,4,36,Moderate
23-25,Male,Tribhuvan University,BCA,4th Year,Not Available Yet,1–2,60–70%,4,3-4,Less than 5,5–6 hours,3–4 days/week,No,More than 8 hours,3,2,3,3,4,3,2,4,2,2,5,3,3,Too many assignments and lab reports with the same deadline,Sometimes,5,2,3,4,4,4,37,High
23-25,Male,Kathmandu University,BE/B.Tech,4th Year,3.5–4.0,3–4,81–90%,2,3-4,More than 8,3–4 hours,1–2 days/week,Yes,More than 8 hours,1,2,2,3,2,4,5,2,4,4,3,3,3,Family expectations to get good grades,Never,4,5,2,1,2,2,22,Low
23-25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,3–4,Above 90%,3,5-6,5–6,More than 6 hours,1–2 days/week,No,More than 8 hours,3,4,1,2,2,4,5,2,3,3,3,1,4,Multiple assignments ,Never,2,4,2,1,3,3,20,Low
20-22,Female,Tribhuvan University,Law(LLB),3rd Year,3.0–3.49,1–2,71–80%,5,3-4,5–6,1–2 hours,3–4 days/week,Yes,3–5 hours,5,3,5,4,4,1,1,5,1,2,5,5,3,Not able to focus because of phone,Very Often,4,3,5,5,5,4,47,High
20-22,Male,Tribhuvan University,BHM,3rd Year,Not Available Yet,3–4,71–80%,1,1-2,7–8,Less than 1 hour,3–4 days/week,No,6–8 hours,1,4,2,1,1,5,4,2,4,4,1,1,4,"Assignment, unfair grading in internal marks",Never,1,4,1,2,2,2,15,Low
23-25,Prefer not to say,Other,BSc Nursing,4th Year,3.5–4.0,5–6,71–80%,2,3-4,7–8,5–6 hours,3–4 days/week,No,More than 8 hours,2,4,3,3,3,4,3,3,4,3,4,2,3,Exam routine keeps changing and results come very late,Rarely,4,4,2,3,2,3,28,Moderate
Above 25,Prefer not to say,Sudurpaschim University,BSc CSIT,4th Year,3.5–4.0,Less than 1,81–90%,4,1-2,5–6,5–6 hours,1–2 days/week,No,6–8 hours,3,1,4,4,3,3,2,3,2,2,3,4,3,Future career concerns because I am unsure about job opportunities,Sometimes,5,3,3,4,4,4,36,Moderate
23-25,Male,Pokhara University,BIM,3rd Year,3.5–4.0,3–4,71–80%,2,3-4,More than 8,Less than 1 hour,Daily,Yes,3–5 hours,5,4,2,2,1,5,4,2,4,4,3,2,3,Too many assignments and lab reports with the same deadline,Sometimes,3,4,1,2,2,2,19,Low
23-25,Female,Other,BDS,4th Year,3.5–4.0,5–6,Above 90%,2,More than 6,5–6,1–2 hours,3–4 days/week,No,6–8 hours,2,3,3,3,4,4,3,2,3,4,2,2,4,Financial pressure because my family struggles to pay tuition,Never,3,3,2,3,3,2,26,Moderate
23-25,Female,Tribhuvan University,MBBS,4th Year,3.5–4.0,5–6,Above 90%,2,3-4,7–8,3–4 hours,1–2 days/week,No,6–8 hours,3,4,2,2,2,4,3,1,3,3,2,3,4,Nothing much,Never,4,4,2,3,3,3,23,Low
17-19,Male,Tribhuvan University,MBBS,1st Year,Not Available Yet,5–6,60–70%,3,1-2,5–6,1–2 hours,3–4 days/week,Yes,6–8 hours,2,4,2,3,2,3,4,2,3,4,4,3,3,Project submission deadlines clashing with exams,Rarely,2,3,3,2,3,2,26,Moderate
17-19,Female,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,3–4,81–90%,3,5-6,5–6,1–2 hours,3–4 days/week,No,3–5 hours,2,1,3,3,4,4,3,3,4,5,1,2,3,Internal assessments and assignments piling up together,Very Often,3,4,2,3,2,1,24,Low
20-22,Prefer not to say,Purbanchal University,BHM,3rd Year,3.0–3.49,Less than 1,71–80%,3,5-6,Less than 5,1–2 hours,Never,Yes,3–5 hours,2,3,3,1,1,4,5,2,4,4,2,2,4,Assignment ,Never,3,5,2,1,2,2,18,Low
17-19,Female,Tribhuvan University,BSc Nursing,1st Year,Not Available Yet,3–4,81–90%,3,5-6,5–6,5–6 hours,1–2 days/week,Yes,6–8 hours,3,3,4,5,4,1,2,3,1,1,4,4,3,Family expectations to get good grades,Often,4,1,5,4,5,5,43,High
23-25,Male,Kathmandu University,MBBS,4th Year,2.5–2.99,3–4,Above 90%,4,1-2,Less than 5,1–2 hours,1–2 days/week,Yes,3–5 hours,5,2,4,5,5,2,2,4,2,2,4,4,2,Result delays and session delays in university,Often,5,4,4,4,4,4,42,High
17-19,Female,Tribhuvan University,BSc CSIT,1st Year,Not Available Yet,Less than 1,71–80%,5,3-4,5–6,1–2 hours,3–4 days/week,No,6–8 hours,5,1,4,3,3,3,3,4,2,2,4,4,1,Deadlines,Sometimes,4,5,3,3,4,4,36,Moderate
23-25,Female,Kathmandu University,BSc Nursing,4th Year,3.0–3.49,3–4,81–90%,3,3-4,7–8,Less than 1 hour,1–2 days/week,Yes,6–8 hours,2,4,2,3,4,2,4,3,3,4,3,3,3,Yes,Sometimes,5,3,4,2,3,2,29,Moderate
